title,year,runtime_minutes,genres,average_rating,num_votes,log_votes,rating_pct,votes_pct,love_score,cult_factor,decade,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,rating_cat,votes_cat,runtime_cat
Altitude,2010,90.0,"Horror,Mystery,Sci-Fi",4.8,10956,9.301733800405394,0.06891351184979994,0.3540781779008926,0.02440077070852873,-0.28516466605109264,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Low,Some,Short
North Sea Texas,2011,98.0,"Drama,Romance",7.1,10946,9.300820725104558,0.736657433056325,0.35398584179747616,0.2607663015568112,0.38267159125884886,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Some,Standard
The Mermaid,2016,94.0,"Comedy,Drama,Fantasy",6.2,10946,9.300820725104558,0.3853185595567867,0.35398584179747616,0.1363973146649001,0.03133271775931051,2010,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Short
Behzat Ç.: I Buried You in My Heart,2011,110.0,"Action,Crime,Drama",7.5,10945,9.300729371703863,0.8704524469067405,0.3538319482917821,0.307993885184361,0.5166204986149584,2010,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Long
Giant Little Ones,2018,93.0,Drama,7.2,10945,9.300729371703863,0.7735303170206217,0.3538319482917821,0.27369973913416645,0.4196983687288396,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Short
Frozen Stiff,2002,90.0,"Comedy,Drama",8.3,10945,9.300729371703863,0.9863650353955064,0.3538319482917821,0.34900746220088463,0.6325330871037242,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Short
In Secret,2013,107.0,"Crime,Drama,Thriller",6.1,10939,9.300181075975972,0.34650661742074484,0.3537088334872268,0.12256245144349645,-0.00720221606648197,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Some,Long
The Invisible Woman,2013,111.0,"Biography,Drama,History",6.1,10937,9.299998243906717,0.34650661742074484,0.3536472760849492,0.12254112139625603,-0.00714065866420438,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Long
The Gilded Cage,2013,90.0,"Comedy,Drama",7.2,10936,9.299906815335225,0.7735303170206217,0.3535857186826716,0.2735092730665713,0.4199445983379501,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Short
Vortex,2021,142.0,Drama,7.4,10933,9.299632479454944,0.8412126808248692,0.35349338257925517,0.29736311601334636,0.48771929824561405,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Epic
Sidekicks,1992,101.0,"Action,Adventure,Comedy",5.3,10933,9.299632479454944,0.13031702062172976,0.35349338257925517,0.0460662044272258,-0.2231763619575254,1990,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Standard
The Hero,2017,96.0,"Drama,Romance",6.5,10932,9.299541017434485,0.50621729763004,0.35337026777469993,0.1788821420157122,0.15284702985534004,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Some,Standard
The Last American Virgin,1982,92.0,"Comedy,Drama,Romance",6.3,10932,9.299541017434485,0.42539242843951985,0.35337026777469993,0.150321036347003,0.07202216066481992,1980,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Some,Short
The Classic,2003,127.0,"Drama,Romance",7.7,10930,9.299358068293836,0.9183441058787319,0.35327793167128346,0.32443070628735254,0.5650661742074485,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Some,Epic
The Trap,2007,106.0,"Crime,Drama,Thriller",7.9,10929,9.299266581170585,0.9485995690981841,0.3532163742690059,0.3350609004300019,0.5953831948291782,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Some,Long
Serial (Bad) Weddings 2,2019,99.0,Comedy,6.1,10921,9.298534382712099,0.34650661742074484,0.3531548168667282,0.1223704810183326,-0.006648199445983383,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Standard
Kaushaljis vs Kaushal,2025,131.0,Drama,6.1,10917,9.298168082341704,0.34650661742074484,0.3530932594644506,0.12234915097109217,-0.006586642043705737,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Epic
Young Ones,2014,100.0,"Action,Drama,Romance",5.8,10916,9.29807648628027,0.25469375192366883,0.353031702062173,0.08991496874621366,-0.09833795013850416,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Some,Standard
Killing Ground,2016,88.0,"Horror,Thriller",5.8,10912,9.29771001811309,0.25469375192366883,0.35297014465989535,0.08989929046046889,-0.09827639273622651,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Some,Short
The Pope of Greenwich Village,1984,121.0,"Action,Comedy,Crime",6.6,10909,9.297435078827116,0.5470606340412435,0.35290858725761776,0.19306239550375187,0.19415204678362574,1980,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Some,Epic
Wilderness,2006,93.0,"Action,Horror",6.1,10908,9.297343415597757,0.34650661742074484,0.3528162511542013,0.12225316575851025,-0.006309633733456443,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Some,Short
Road Games,1981,101.0,"Mystery,Thriller",6.6,10908,9.297343415597757,0.5470606340412435,0.3528162511542013,0.19301188205647196,0.1942443828870422,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,High,Some,Standard
The Summit of the Gods,2021,95.0,"Adventure,Animation,Drama",7.5,10906,9.297160063928743,0.8704524469067405,0.3527239150507849,0.30702939493848097,0.5177285318559557,2020,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Standard
Revolt,2017,87.0,"Action,Adventure,Sci-Fi",5.3,10904,9.29697667863573,0.13031702062172976,0.35266235764850723,0.04595790773418835,-0.22234533702677747,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low,Some,Short
Manic,2001,100.0,Drama,7.1,10901,9.296701537624227,0.736657433056325,0.3526008002462296,0.2597460004029935,0.38405663281009544,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Some,Standard
Absolution,2024,112.0,"Action,Crime,Drama",5.2,10898,9.296426320889312,0.11252693136349647,0.352539242843952,0.0396701591824404,-0.24001231148045554,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Long
Irreplaceable You,2018,96.0,"Comedy,Drama,Romance",6.4,10897,9.296334565143043,0.46608187134502926,0.35247768544167435,0.16428345923802015,0.11360418590335492,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Some,Standard
Waist Deep,2006,97.0,"Action,Crime,Drama",5.8,10895,9.296151028389293,0.25469375192366883,0.35241612803939676,0.08975818588876602,-0.09772237611572793,2000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Standard
Bommarillu,2006,170.0,"Comedy,Drama,Romance",8.2,10894,9.29605924737872,0.9799630655586334,0.3523545706371191,0.3452944652051473,0.6276084949215144,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Some,Epic
Repossessed,1990,84.0,"Comedy,Fantasy,Horror",4.8,10893,9.29596745794362,0.06891351184979994,0.35229301323484147,0.024277748742160973,-0.28337950138504153,1990,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Some,Short
Perdita Durango,1997,129.0,"Action,Crime,Horror",6.3,10889,9.295600215927006,0.42539242843951985,0.3522314558325639,0.14983659436940183,0.07316097260695598,1990,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Some,Epic
Acrimony,2018,120.0,"Drama,Horror,Romance",5.9,10885,9.295232838994146,0.28457987072945523,0.35216989843028623,0.10022046417009624,-0.067590027700831,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Medium,Some,Epic
Piranha II: The Spawning,1982,94.0,"Horror,Sci-Fi,Thriller",3.8,10878,9.294589604421082,0.019729147429978455,0.35210834102800864,0.006946797371466714,-0.3323791935980302,1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Low,Some,Short
Sister Death,2023,91.0,"Horror,Mystery",5.8,10873,9.294129897705867,0.25469375192366883,0.352046783625731,0.08966411617429745,-0.09735303170206216,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Some,Short
Space Cadet,2024,110.0,Comedy,5.0,10871,9.29394595583098,0.08707294552169899,0.35198522622345335,0.030648390427397646,-0.2649122807017544,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Long
Employee of the Month,2004,97.0,"Comedy,Drama",6.1,10870,9.293853972204001,0.34650661742074484,0.35192366882117576,0.12194388007352407,-0.005417051400430917,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Standard
Hulchul,2004,149.0,"Action,Comedy,Drama",7.1,10867,9.293577970546238,0.736657433056325,0.3518621114188981,0.2592018397876241,0.3847953216374269,2000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Some,Epic
Paradise: Love,2012,120.0,Drama,7.0,10865,9.293393927111468,0.6990458602646968,0.3518005540166205,0.24592472092414544,0.3472453062480763,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Some,Epic
High Strung,2016,96.0,"Drama,Music,Romance",6.3,10863,9.293209849798478,0.42539242843951985,0.35167743921206523,0.14960091989381205,0.07371498922745462,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Medium,Some,Standard
Constantine: City of Demons,2018,90.0,"Action,Animation,Fantasy",7.3,10863,9.293209849798478,0.8087719298245614,0.35167743921206523,0.2844268411873019,0.45709449061249613,2010,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Short
The Dogs of War,1980,102.0,"Action,Adventure,Drama",6.3,10863,9.293209849798478,0.42539242843951985,0.35167743921206523,0.14960091989381205,0.07371498922745462,1980,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Standard
The Star,2017,86.0,"Adventure,Animation,Comedy",6.3,10861,9.29302573859479,0.42539242843951985,0.35155432440751,0.14954854778812546,0.07383810403200985,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Short
Until Death,2007,101.0,"Crime,Drama,Thriller",5.7,10860,9.292933670280036,0.2252693136349646,0.35149276700523235,0.07918053437092323,-0.12622345337026775,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Some,Standard
Big Top Pee-wee,1988,86.0,"Adventure,Comedy,Romance",5.2,10856,9.292565312231853,0.11252693136349647,0.35143120960295476,0.03954547560198223,-0.2389042782394583,1980,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Some,Short
Simple Simon,2010,85.0,"Comedy,Drama,Romance",7.0,10843,9.291367210618557,0.6990458602646968,0.3513696522006771,0.24562350079352965,0.3476762080640197,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Some,Short
Beyond the Infinite Two Minutes,2020,70.0,"Comedy,Sci-Fi",7.2,10842,9.291274989472182,0.7735303170206217,0.35130809479839953,0.2717474619413166,0.42222222222222217,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Some,Short
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,104.0,"Action,Adventure,Animation",7.3,10841,9.291182759820284,0.8087719298245614,0.35118497999384424,0.28402855399502136,0.4575869498307171,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Standard
Thunderbolt,1995,110.0,"Action,Crime,Thriller",6.3,10841,9.291182759820284,0.42539242843951985,0.35118497999384424,0.1493914314710656,0.07420744844567562,1990,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Some,Long
No Mercy,2010,123.0,"Action,Crime,Thriller",7.4,10841,9.291182759820284,0.8412126808248692,0.35118497999384424,0.2954212584860498,0.490027700831025,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Some,Epic
Cool as Ice,1991,91.0,"Comedy,Drama,Music",3.0,10840,9.291090521661292,0.008125577100646353,0.351061865189289,0.0028525802526922837,-0.3429362880886426,1990,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Some,Short
The Treatment,2014,131.0,"Crime,Drama,Mystery",7.1,10836,9.290721483922995,0.736657433056325,0.3510003077870114,0.25856698573635983,0.3856571252693136,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,High,Some,Epic
Death Defying Acts,2007,97.0,"Drama,History,Romance",5.8,10834,9.29053691397046,0.25469375192366883,0.3508771929824561,0.08936622874514695,-0.09618344105878729,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,Some,Standard
On My Skin: The Last Seven Days of Stefano Cucchi,2018,100.0,"Biography,Drama",7.3,10834,9.29053691397046,0.8087719298245614,0.3508771929824561,0.28377962449984606,0.45789473684210524,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Standard
Weiner,2016,96.0,Documentary,7.6,10834,9.29053691397046,0.8970760233918129,0.3508771929824561,0.31476351697958344,0.5461988304093568,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Standard
Krisha,2015,83.0,Drama,7.1,10833,9.290444616217844,0.736657433056325,0.3507540781779009,0.25838559886457,0.38590335487842414,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Some,Short
13B: Fear Has a New Address,2009,146.0,"Horror,Mystery,Thriller",7.4,10829,9.290075339995036,0.8412126808248692,0.3506617420744845,0.29498110411319595,0.49055093875038475,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Top,Some,Epic
Kokowääh,2011,126.0,Comedy,6.2,10829,9.290075339995036,0.3853185595567867,0.3506617420744845,0.13511647734781382,0.034656817482302205,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Epic
Vacation Friends 2,2023,106.0,"Action,Adventure,Comedy",5.4,10828,9.28998299962838,0.1502000615574023,0.3505386272699292,0.05265092339419066,-0.2003385657125269,2020,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Long
Plunkett & Macleane,1999,99.0,"Action,Adventure,Comedy",6.3,10828,9.28998299962838,0.42539242843951985,0.3505386272699292,0.14911647791621088,0.07485380116959067,1990,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Standard
The Phantom of the Opera at the Royal Albert Hall,2011,137.0,"Drama,Musical,Romance",8.8,10827,9.289890650734192,0.9985534010464758,0.35044629116651277,0.34993933592844484,0.6481071098799631,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Top,Some,Epic
Why Did I Get Married Too?,2010,121.0,"Comedy,Drama,Romance",4.8,10825,9.289705927356923,0.06891351184979994,0.3503847337642351,0.024146242502250614,-0.2814712219144352,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Some,Epic
Patti Cake$,2017,109.0,"Drama,Music",6.8,10823,9.289521169850625,0.6297630040012312,0.35032317636195753,0.2206205759169595,0.27943982763927366,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Some,Long
Brian Banks,2018,99.0,"Biography,Drama,Sport",7.2,10821,9.28933637820268,0.7735303170206217,0.3502616189596799,0.2709379811540374,0.4232686980609418,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Top,Some,Standard
Stuck,2007,85.0,"Comedy,Crime,Drama",6.4,10819,9.289151552400472,0.46608187134502926,0.3502000615574023,0.16322190003581852,0.11588180978762697,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Short
Shanghai,2010,105.0,"Crime,Drama,Mystery",6.3,10818,9.289059126687574,0.42539242843951985,0.35013850415512465,0.14894626857272938,0.0752539242843952,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Some,Long
It's Pat: The Movie,1994,77.0,Comedy,2.8,10814,9.28868933838716,0.0068328716528162515,0.350076946752847,0.0023920308457719927,-0.34324407510003074,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Short
Night in Paradise,2020,131.0,"Action,Crime,Drama",6.8,10812,9.288504392945537,0.6297630040012312,0.3500153893505694,0.22042674304407514,0.2797476146506618,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Some,Epic
Maalik,2025,149.0,"Action,Crime,Drama",5.8,10811,9.288411907396338,0.25469375192366883,0.34992305324715295,0.08912321531610314,-0.09522930132348412,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Epic
Mr. Nanny,1993,84.0,"Action,Comedy,Family",3.9,10811,9.288411907396338,0.022314558325638657,0.34992305324715295,0.007808378381169156,-0.3276084949215143,1990,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Short
Get Away,2024,86.0,"Comedy,Horror",5.3,10810,9.288319413292772,0.13031702062172976,0.34983071714373654,0.04558889678013482,-0.21951369652200678,2020,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Some,Short
Five Times Two,2004,90.0,"Drama,Romance",6.6,10809,9.288226910633254,0.5470606340412435,0.3497691597414589,0.19134493829623547,0.1972914742997846,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Some,Short
Into the Inferno,2016,104.0,Documentary,7.2,10805,9.28785681440401,0.7735303170206217,0.3497076023391813,0.2705094325019484,0.4238227146814404,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Standard
Delirious,1991,96.0,"Comedy,Fantasy",5.8,10803,9.287671714912506,0.25469375192366883,0.34961526623576483,0.08904482388737932,-0.094921514312096,1990,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Standard
Carter,2022,132.0,"Action,Thriller",5.1,10803,9.287671714912506,0.09778393351800554,0.34961526623576483,0.034186755950477835,-0.25183133271775926,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Some,Epic
The Ignorant Fairies,2001,106.0,"Drama,Romance",7.3,10801,9.287486581152837,0.8087719298245614,0.3495229301323484,0.28268433472107474,0.45924899969221294,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Some,Long
The Man from Snowy River,1982,102.0,"Adventure,Drama,Romance",7.2,10798,9.28720881623276,0.7735303170206217,0.3494613727300708,0.27031896643435327,0.4240689442905509,1980,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Some,Standard
Naomi and Ely's No Kiss List,2015,89.0,"Comedy,Drama,Romance",5.5,10797,9.287116210778231,0.17236072637734687,0.34936903662665436,0.060217500926724045,-0.1770083102493075,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Some,Short
The Family Fang,2015,105.0,"Comedy,Drama,Mystery",6.1,10797,9.287116210778231,0.34650661742074484,0.34936903662665436,0.12105868311304632,-0.0028624192059095166,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Some,Long
Pixote,1980,128.0,"Crime,Drama",7.9,10793,9.286745703178589,0.9485995690981841,0.3492459218220991,0.3312945309497413,0.599353647276085,1980,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Epic
Jane Eyre,1996,112.0,"Drama,Romance",6.8,10793,9.286745703178589,0.6297630040012312,0.3492459218220991,0.2199421608618643,0.28051708217913207,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Some,Long
What Keeps You Alive,2018,98.0,"Horror,Thriller",5.7,10792,9.286653054825347,0.2252693136349646,0.34915358571868266,0.07865358860803442,-0.12388427208371805,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Some,Standard
Master Z: The Ip Man Legacy,2018,107.0,"Action,Biography,Crime",6.5,10791,9.286560397887591,0.50621729763004,0.34909202831640507,0.17671642319851996,0.1571252693136349,2010,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Long
Rogue City,2020,116.0,"Action,Crime,Drama",6.1,10787,9.28618968425962,0.34650661742074484,0.3490304709141274,0.12094136785322396,-0.0025238534933825774,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Some,Long
C/o Kancharapalem,2018,152.0,Drama,8.8,10786,9.28609698437543,0.9985534010464758,0.348938134810711,0.34843336127004915,0.6496152662357648,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Epic
Starlet,2012,103.0,Drama,7.0,10786,9.28609698437543,0.6990458602646968,0.348938134810711,0.24392375862791224,0.35010772545398583,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Some,Standard
The Darwin Awards,2006,94.0,"Adventure,Comedy,Romance",5.9,10781,9.285633356011614,0.28457987072945523,0.34884579870729454,0.09927449230063544,-0.06426592797783931,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Some,Short
Hurlyburly,1998,122.0,"Comedy,Drama",5.7,10780,9.285540604539118,0.2252693136349646,0.34878424130501695,0.07857038664547304,-0.12351492767005234,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Epic
Lawnmower Man 2: Beyond Cyberspace,1995,93.0,"Action,Sci-Fi,Thriller",2.6,10776,9.285169512596832,0.0054478301015697134,0.3487226839027393,0.0018997819344655233,-0.34327485380116957,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Low,Some,Short
Rifkin's Festival,2020,88.0,"Comedy,Romance",6.1,10775,9.2850767180902,0.34650661742074484,0.34866112650046166,0.1208133875697814,-0.0021545090797168154,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Some,Short
Emergency,2022,105.0,"Comedy,Drama,Thriller",6.2,10774,9.28498391497195,0.3853185595567867,0.34856879039704525,0.13431002422224098,0.03674976915974143,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Some,Long
When Father Was Away on Business,1985,136.0,Drama,7.7,10774,9.28498391497195,0.9183441058787319,0.34856879039704525,0.32010609415440566,0.5697753154816867,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Epic
The Mangler,1995,106.0,"Drama,Horror,Mystery",4.5,10767,9.284334051884509,0.044444444444444446,0.34847645429362883,0.01548784241305017,-0.3040320098491844,1990,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Some,Long
Ganapath,2023,133.0,"Action,Drama,Sci-Fi",2.6,10766,9.284241179815718,0.0054478301015697134,0.34838411819021237,0.0018979374859854597,-0.3429362880886426,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low,Some,Epic
The God of Cookery,1996,95.0,"Action,Comedy,Fantasy",7.2,10766,9.284241179815718,0.7735303170206217,0.34838411819021237,0.2694856773886247,0.4251461988304093,1990,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Standard
Bull,2021,88.0,"Crime,Fantasy,Thriller",6.5,10765,9.284148299120902,0.50621729763004,0.34829178208679595,0.1763113247147286,0.15792551554324402,2020,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Some,Short
Invisible Life,2019,139.0,Drama,7.7,10762,9.283869605264298,0.9183441058787319,0.3482302246845183,0.31979517432785387,0.5701138811942137,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Some,Epic
Kranti,2023,163.0,"Action,Drama",5.1,10761,9.283776690049365,0.09778393351800554,0.34816866728224066,0.03404530181457922,-0.2503847337642351,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Epic
Kannathil Muthamittal,2002,136.0,"Action,Drama,Musical",8.3,10759,9.283590833715776,0.9863650353955064,0.3481071098799631,0.3433606817581772,0.6382579255155433,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Top,Some,Epic
Murderball,2005,88.0,"Documentary,Sport",7.7,10758,9.283497892593909,0.9183441058787319,0.3480455524776854,0.3196255816951893,0.5702985534010465,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Top,Some,Short
My Old Lady,2014,107.0,"Comedy,Drama,Romance",6.4,10754,9.28312604170183,0.46608187134502926,0.34798399507540784,0.16218903162286552,0.11809787626962143,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Some,Long
D-Day,2013,153.0,"Action,Thriller",7.2,10753,9.283033057369623,0.7735303170206217,0.34789165897199137,0.2691047452534345,0.4256386580486303,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Some,Epic
Avenging Angelo,2002,97.0,"Action,Comedy,Crime",5.2,10753,9.283033057369623,0.11252693136349647,0.34789165897199137,0.03914718083107419,-0.23536472760849492,2000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Some,Standard
